,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
1759,"SANGSTER, Mr Charles Edward",male,30.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1760,"SAP, Mr Julius",male,21.0,True,,3rd Class Passenger,True,Southampton,11,9.5,True
1761,"SARTORI, Sig. Lazar",male,24.0,True,Assistant Glass Man,Restaurant Staff,False,Southampton,,0.0,False
1762,"SAUNDERCOCK, MrWilliam Henry",male,19.0,True,Miner,3rd Class Passenger,True,Southampton,,8.05,False
1763,"SAUNDERS, Mr F.",male,22.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1764,"SAUNDERS, Mr Walter Ernest",male,25.0,True,Trimmer,Engineering Crew,False,Southampton,[184],0.0,False
1765,"SAUNDERS, Mr William Ernest",male,32.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
1766,"SAUNDERS, Mr William Henry",male,31.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1767,"SAVAGE, Mr Charles James",male,23.0,True,Steward,Victualling Crew,False,Southampton,11,0.0,True
1768,"SAWYER, Mr Frederick Charles",male,24.0,True,Gardener,3rd Class Passenger,True,Southampton,[284],8.05,False
1769,"SAWYER, Mr Robert James",male,31.0,True,Window Cleaner,Deck Crew,False,Southampton,,0.0,False
1770,"SCANLAN, Mr James",male,20.0,True,,3rd Class Passenger,True,Queenstown,,7.7250000000000005,False
1771,"SCARROTT, Mr Joseph George",male,33.0,True,Able Seaman,Deck Crew,False,Southampton,14,0.0,True
1772,"SCAVINO, Sig. Candido",male,42.0,True,Carver,Restaurant Staff,False,Southampton,,0.0,False
1773,"SCHABERT, Mrs Emma",female,35.0,True,,1st Class Passenger,True,Cherbourg,11,57.75,True
1774,"SCHEERLINCK, Mr Jean",male,29.0,True,,3rd Class Passenger,True,Southampton,11,9.5,True
1775,"SCHMIDT, Mr Augustus",male,22.0,True,,2nd Class Passenger,True,Southampton,,13.0,False
1776,"SCOTT, Mr Archibald",male,42.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1777,"SCOTT, Mr Frederick William",male,28.0,True,Greaser,Engineering Crew,False,Southampton,4,0.0,True
1778,"SCOTT, Mr John",male,20.0,True,Assistant boots steward (1st Class),Victualling Crew,False,Southampton,,0.0,False
1779,"SCOVELL, Mr Robert",male,55.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
1780,"SDYCOFF, Mr Todor",male,42.0,True,,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1781,"SEDGWICK, Mr Charles Frederick Waddington",male,28.0,True,,2nd Class Passenger,True,Southampton,,13.0,False
1782,"SEDUNARY, Mr Samuel Francis",male,25.0,True,Second third class steward,Victualling Crew,False,Southampton,,0.0,False
1783,"SELF, Mr Albert Charles Edward",male,24.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1784,"SELF, Mr Alfred Henry",male,39.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1785,"SEMAN, Master Betros",male,10.0,False,,3rd Class Passenger,True,Cherbourg,,4.0125,False
1786,"SENIOR, Mr Harry",male,31.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1787,"SERREPLAÀ, Miss Augusta Jeanne",female,30.0,True,Personal Maid,1st Class Passenger,True,Southampton,4,31.0,True
1788,"SESIA, Sig. Giacomo",male,24.0,True,Waiter,Restaurant Staff,False,Southampton,,0.0,False
1789,"SEWARD, Mr Frederic Kimber",male,34.0,True,Lawyer,1st Class Passenger,True,Southampton,7,26.55,True
1790,"SEWARD, Mr Wilfred Deable",male,25.0,True,Chief Pantry Steward (2nd Class),Victualling Crew,False,Southampton,3,0.0,True
1791,"SHANNON, Mr Andrew John",male,35.0,True,Seaman,3rd Class Passenger,True,Southampton,,0.0,False
1792,"SHARP, Mr Percival",male,29.0,True,,2nd Class Passenger,True,Southampton,,26.0,False
1793,"SHAUGHNESSY, MrPatrick",male,25.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1794,"SHAW, Mr Henry",male,41.0,True,Kitchen Porter,Victualling Crew,False,Southampton,,0.0,False
1795,"SHEA, Mr John Joseph",male,40.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[11],0.0,False
1796,"SHEA, Mr Thomas",male,32.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1797,"SHEATH, Mr Frederick",male,20.0,True,Trimmer,Engineering Crew,False,Southampton,1,0.0,True
1798,"SHELLARD, Mr Frederick William Blainey",male,55.0,True,Painter & Decorator,3rd Class Passenger,True,Southampton,,15.1,False
1799,"SHELLEY, Mrs Imanita Parrish",female,24.0,True,,2nd Class Passenger,True,Southampton,12,26.0,True
1800,"SHEPHERD, Mr Jonathan",male,32.0,True,Junior Assistant 2nd. Engineer,Engineering Crew,False,Southampton,,0.0,False
1801,"SHIERS, Mr Alfred Charles",male,25.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1802,"SHIHĀB, Mr Al-Amīr Fāris",male,26.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,False
1803,"SHILLABEER, Mr Charles Frederick",male,19.0,True,Trimmer,Engineering Crew,False,Southampton,[195],0.0,False
1804,"SHINE, Miss Ellen",female,20.0,True,,3rd Class Passenger,True,Queenstown,,7.829166666666667,True
1805,"SHORNEY, Mr Charles Joseph",male,22.0,True,Valet,3rd Class Passenger,True,Southampton,,8.05,False
1806,"SHULVER, Mr Christopher Arthur",male,28.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1807,"SHUTES, Miss Elizabeth Weed",female,40.0,True,Governess,1st Class Passenger,True,Southampton,3,153.46249999999998,True
1808,"SIEBERT, Mr Sidney Conrad",male,29.0,True,Bed Room Steward,Victualling Crew,False,Belfast,4,0.0,False
1809,"SILVERTHORNE, Mr Spencer Victor",male,35.0,True,,1st Class Passenger,True,Southampton,5,26.2875,True
1810,"SILVEY, Mrs Alice Gray",female,39.0,True,,1st Class Passenger,True,Cherbourg,11,55.9,True
1811,"SILVEY, Mr William Baird",male,51.0,True,Businessman,1st Class Passenger,True,Cherbourg,,55.9,False
1812,"SILVÉN, Miss Lyyli Karoliina",female,17.0,False,,2nd Class Passenger,True,Southampton,16,13.0,True
1813,"SIMMONS, Mr Andrew George James",male,31.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,True
1814,"SIMMONS, Mr Frederick Charles",male,24.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
1815,"SIMMONS, Mr John",male,40.0,True,General Labourer,3rd Class Passenger,True,Southampton,,8.05,False
1816,"SIMMONS, Mr William Simon C.",male,37.0,True,Passage Cook,Victualling Crew,False,Southampton,,0.0,False
1817,"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",male,56.0,True,Banker,1st Class Passenger,True,Southampton,3,35.5,True
1818,"SIMPSON, Dr John Edward",male,37.0,True,Assistant Surgeon,Deck Crew,False,Southampton,,0.0,False
1819,"SINCOCK, Miss Maude",female,20.0,True,,2nd Class Passenger,True,Southampton,11,36.75,True
1820,"SINKKONEN, Miss Anna",female,30.0,True,,2nd Class Passenger,True,Southampton,10,13.0,True
1821,"SIRAYANIAN, Mr Orsen",male,22.0,True,Farmer,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
1822,"SIROTA, Mr Morris",male,20.0,True,Tailor,3rd Class Passenger,True,Southampton,,8.05,False
1823,"SIVIC, Mr Husein",male,40.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1824,"SIVIER, Mr William",male,23.0,True,Steward (3rd Class),Victualling Crew,False,Southampton,,0.0,False
1825,"SIVOLA, Mr Antti Wilhelm",male,21.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.925000000000001,False
1826,"SJÖBLOM, Miss Anna Sofia",female,18.0,True,,3rd Class Passenger,True,Southampton,16,6.495833333333334,True
1827,"SJÖSTEDT, Mr Ernst Adolf",male,59.0,True,,2nd Class Passenger,True,Southampton,,13.5,False
1828,"SKEATES, Mr William",male,23.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1829,"SKINNER, Mr Edward",male,41.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
1830,"SKOOG, Master Harald",male,5.0,False,,3rd Class Passenger,True,Southampton,,27.9,False
1831,"SKOOG, Master Karl Thorsten",male,11.0,False,,3rd Class Passenger,True,Southampton,,27.9,False
1832,"SKOOG, Miss Mabel",female,9.0,False,,3rd Class Passenger,True,Southampton,,27.9,False
1833,"SKOOG, Miss Margit Elizabeth",female,2.0,False,,3rd Class Passenger,True,Southampton,,27.9,False
1834,"SKOOG, Mrs Anna Bernhardina",female,43.0,True,,3rd Class Passenger,True,Southampton,,27.9,False
1835,"SKOOG, Mr Wilhelm Johansson",male,40.0,True,General Labourer,3rd Class Passenger,True,Southampton,,27.9,False
1836,"SLABENOFF, Mr Petco",male,42.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1837,"SLAYTER, Miss Hilda Mary",female,30.0,True,,2nd Class Passenger,True,Queenstown,13,12.35,True
1838,"SLEMEN, Mr Richard James",male,35.0,True,Journeyman carpenter,2nd Class Passenger,True,Southampton,,10.5,False
1839,"SLIGHT, Mr Harry John",male,33.0,True,3rd Class Steward,Victualling Crew,False,Southampton,,0.0,False
1840,"SLIGHT, Mr William Henry James",male,36.0,True,Larder Cook,Victualling Crew,False,Belfast,,0.0,False
1841,"SLOAN, Miss Mary Jane",female,45.0,True,Stewardess,Victualling Crew,False,Southampton,,0.0,True
1842,"SLOAN, Mr Peter",male,31.0,True,Chief Electrician,Engineering Crew,False,Belfast,,0.0,False
1843,"SLOCOMBE, Mrs Maude Louise",female,30.0,True,Turkish Bath Stewardess,Victualling Crew,False,Southampton,,0.0,True
1844,"SLOCOVSKI, Mr Selman Francis",male,20.0,True,Merchant,3rd Class Passenger,True,Southampton,,8.05,False
1845,"SLOPER, Mr William Thompson",male,28.0,True,Stockbroker,1st Class Passenger,True,Southampton,7,35.5,True
1846,"SMALL, Mr William McMillan",male,42.0,True,Leading Fireman,Engineering Crew,False,Southampton,,0.0,False
1847,"SMART, Mr John Montgomery",male,56.0,True,,1st Class Passenger,True,Southampton,,26.55,False
1848,"SMILJANIĆ, Mr Mile",male,37.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,,8.6625,False
1849,"SMILLIE, Mr John Downing",male,28.0,True,Saloon Steward,Victualling Crew,False,Belfast,[91],0.0,False
1850,"SMITH, Captain Edward John",male,62.0,True,Master,Deck Crew,False,Southampton,,0.0,False
1851,"SMITH, Miss Kate Elizabeth",female,44.0,True,Stewardess,Victualling Crew,False,Southampton,,0.0,True
1852,"SMITH, Miss Marion",female,49.0,True,,2nd Class Passenger,True,Southampton,,13.0,True
1853,"SMITH, Mrs Mary Eloise",female,18.0,True,,1st Class Passenger,True,Cherbourg,6,60.0,True
1854,"SMITH, Mr Charles Edwin",male,39.0,True,2nd Class Bedroom Steward,Victualling Crew,False,Southampton,[329],0.0,False
1855,"SMITH, Mr Charles Henry James",male,38.0,True,Kitchen Porter,Victualling Crew,False,Southampton,,0.0,False
1856,"SMITH, Mr Ernest George",male,27.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1857,"SMITH, Mr James Clinch",male,56.0,True,Military,1st Class Passenger,True,Cherbourg,,30.695833333333333,False
1858,"SMITH, Mr James Muil",male,39.0,True,Junior 4th. Engineer,Engineering Crew,False,Belfast,,0.0,False
1859,"SMITH, Mr James William",male,24.0,True,Assistant baker,Victualling Crew,False,Southampton,,0.0,False
1860,"SMITH, Mr John Richard Jago",male,35.0,True,Postal Clerk / Postman,Victualling Crew,False,Southampton,,0.0,False
1861,"SMITH, Mr Lucian Philip",male,24.0,True,,1st Class Passenger,True,Cherbourg,,60.0,False
1862,"SMITH, Mr Reginald George",male,33.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1863,"SMITH, Mr Richard William",male,57.0,True,,1st Class Passenger,True,Southampton,,26.0,False
1864,"SMITH, Mr William",male,26.0,True,Seaman,Deck Crew,False,Southampton,,0.0,False
1865,"SMITHER, Mr Harry James",male,22.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1866,"SMYTH, Miss Julia",female,18.0,True,,3rd Class Passenger,True,Queenstown,13,7.733333333333333,True
1867,"SMYTH, Mr Thomas",male,26.0,True,,3rd Class Passenger,True,Queenstown,,7.75,False
1868,"SNAPE, Mrs Lucy Violet",female,22.0,True,Stewardess,Victualling Crew,False,Southampton,,0.0,False
1869,"SNELLGROVE, Mr George",male,41.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1870,"SNOOK, Mr William Henry",male,25.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1871,"SNOW, Mr Eustace Philip",male,21.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,True
1872,"SNYDER, Mrs Nelle",female,23.0,True,,1st Class Passenger,True,Southampton,7,82.26666666666667,True
1873,"SNYDER, Mr John Pillsbury",male,24.0,True,,1st Class Passenger,True,Southampton,7,82.26666666666667,True
1874,"SOBEY, Mr Samuel James Hayden",male,25.0,True,Quarryman,2nd Class Passenger,True,Southampton,,13.0,False
1875,"SOMERTON, Mr Francis William",male,31.0,True,,3rd Class Passenger,True,Southampton,,8.05,False
1876,"SPARKMAN, Mr Henry William",male,36.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1877,"SPECTOR, Mr Woolf",male,23.0,True,Cabinet Maker,3rd Class Passenger,True,Southampton,,8.05,False
1878,"SPEDDEN, Master Robert Douglas",male,6.0,False,,1st Class Passenger,True,Cherbourg,3,134.5,True
1879,"SPEDDEN, Mrs Margaretta Corning",female,39.0,True,,1st Class Passenger,True,Cherbourg,3,134.5,True
1880,"SPEDDEN, Mr Frederic Oakley",male,45.0,True,,1st Class Passenger,True,Cherbourg,3,134.5,True
1881,"SPENCER, Mrs Marie Eugenie",female,48.0,True,,1st Class Passenger,True,Cherbourg,6,146.52083333333334,True
1882,"SPENCER, Mr William Augustus",male,57.0,True,,1st Class Passenger,True,Cherbourg,,146.52083333333334,False
1883,"SPINNER, Mr Henry John",male,31.0,True,Glove Cutter,3rd Class Passenger,True,Southampton,,8.05,False
1884,"STAGG, Mr John Henry",male,38.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
1885,"STANBROOK, MrAugustus George",male,31.0,True,Fireman,Engineering Crew,False,Southampton,[316],0.0,False
1886,"STANEFF, Mr Ivan",male,23.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1887,"STANKOVIĆ, Mr Ivan",male,33.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,,8.6875,False
1888,"STANLEY, Miss Amy Zillah Elsie",female,24.0,True,Servant,3rd Class Passenger,True,Southampton,C,7.55,True
1889,"STANLEY, Mr Rowland Edwin",male,22.0,True,Porter,3rd Class Passenger,True,Southampton,,8.05,False
1890,"STANTON, Mr Samuel Ward",male,42.0,True,Artist,2nd Class Passenger,True,Cherbourg,,15.045833333333333,False
1891,"STAP, Miss Sarah Agnes",female,47.0,True,Stewardess,Victualling Crew,False,Southampton,11,0.0,True
1892,"STEAD, Mr William Thomas",male,62.0,True,Journalist,1st Class Passenger,True,Southampton,,26.55,False
1893,"STEBBINGS, Mr Sydney Frederick",male,36.0,True,Chief Boots Steward (1st Class),Victualling Crew,False,Belfast,,0.0,False
1894,"STEEL, Mr Robert Edward",male,30.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1895,"STENGEL, Mrs Annie May",female,43.0,True,,1st Class Passenger,True,Cherbourg,5,55.44166666666666,True
1896,"STENGEL, Mr Charles Emil Henry",male,54.0,True,Businessman,1st Class Passenger,True,Cherbourg,1,55.44166666666666,True
1897,"STEPHENSON, Mrs Martha",female,52.0,True,,1st Class Passenger,True,Cherbourg,4,78.26666666666667,True
1898,"STEWART, Mr Albert Ankeny",male,64.0,True,Businessman,1st Class Passenger,True,Cherbourg,,27.72083333333333,False
1899,"STEWART, Mr John",male,28.0,True,Verandah Steward,Victualling Crew,False,Belfast,15,0.0,True
1900,"STOCKER, Mr Henry Dorey",male,20.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1901,"STOKES, Mr Philip Joseph",male,24.0,True,Bricklayer,2nd Class Passenger,True,Southampton,[81],10.5,False
1902,"STONE, Mrs Martha Evelyn",female,61.0,True,,1st Class Passenger,True,Southampton,6,80.0,True
1903,"STONE, Mr Edmund",male,33.0,True,1st Class Bedroom Steward,Victualling Crew,False,Southampton,[41],0.0,False
1904,"STONE, Mr Edward Thomas",male,29.0,True,Bedroom Steward (2nd class),Victualling Crew,False,Southampton,[243],0.0,False
1905,"STOREY, Mr Thomas",male,59.0,True,Seaman,3rd Class Passenger,True,Southampton,[261],0.0,False
1906,"STOYTCHEFF, Mr Ilia",male,19.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1907,"STRANDBERG, Miss Ida Sofia",female,22.0,True,,3rd Class Passenger,True,Southampton,,9.8375,False
1908,"STRANDÉN, Mr Juho Niilosson",male,30.0,True,,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1909,"STRAUS, Mrs Rosalie Ida",female,63.0,True,,1st Class Passenger,True,Southampton,,221.77916666666667,False
1910,"STRAUS, Mr Isidor",male,67.0,True,Businessman,1st Class Passenger,True,Southampton,[96],221.77916666666667,False
1911,"STREET, Mr Thomas Albert",male,25.0,True,Fireman,Engineering Crew,False,Southampton,9,0.0,True
1912,"STRILIĆ, Mr Ivan",male,26.0,True,Farmer,3rd Class Passenger,True,Southampton,,8.6625,False
1913,"STROUD, Mr Edward Alfred Orlando",male,19.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
1914,"STROUD, Mr Harry John",male,35.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
1915,"STRUGNELL, Mr John Herbert",male,34.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
1916,"STRÖM, Miss Telma Matilda",female,2.0,False,,3rd Class Passenger,True,Southampton,,10.462499999999999,False
1917,"STRÖM, Mrs Elna Matilda",female,29.0,True,,3rd Class Passenger,True,Southampton,,10.462499999999999,False
1918,"STUBBINGS, Mr Harry Robert",male,31.0,True,2nd. Class Cook,Victualling Crew,False,Belfast,,0.0,False
1919,"STUBBS, Mr James Henry",male,28.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1920,"STÄHELIN-MAEGLIN, Dr Max",male,32.0,True,Lawyer,1st Class Passenger,True,Southampton,3,30.5,True
1921,"SUNDERLAND, Mr Victor Francis",male,20.0,True,Farmer,3rd Class Passenger,True,Southampton,B,8.05,True
1922,"SUNDMAN, Mr Johan Julian",male,45.0,True,,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1923,"SUTEHALL, Mr Henry",male,25.0,True,Coach Trimmer,3rd Class Passenger,True,Southampton,,7.05,False
1924,"SUTTON, Mr Frederick",male,61.0,True,Property Developer / Real Estate,1st Class Passenger,True,Southampton,[46],32.32083333333333,False
1925,"SVENSSON, Mr Johan",male,74.0,True,,3rd Class Passenger,True,Southampton,,7.775,False
1926,"SVENSSON, Mr Johan Cervin",male,14.0,False,,3rd Class Passenger,True,Southampton,13,9.225,True
1927,"SVENSSON, Mr Olof",male,24.0,True,Farmer,3rd Class Passenger,True,Southampton,,7.795833333333333,False
1928,"SWAN, Mr William",male,48.0,True,1st Class Bedroom Steward,Victualling Crew,False,Belfast,,0.0,False
1929,"SWANE, Mr George",male,19.0,True,Chauffeur,2nd Class Passenger,True,Southampton,[294],13.0,False
1930,"SWEET, Mr George Frederick",male,14.0,False,Farm Labourer,2nd Class Passenger,True,Southampton,,65.0,False
1931,"SWIFT, Mrs Margaret Welles",female,46.0,True,,1st Class Passenger,True,Southampton,8,25.929166666666664,True
1932,"SYMONDS, Mr John Crane",male,44.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
1933,"SYMONS, Mr George Thomas Macdonald",male,24.0,True,Lookout,Deck Crew,False,Southampton,1,0.0,True
1934,"SÄGESSER, Mlle Emma",female,24.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,9,69.3,True
1935,"SÆTHER, Mr Simon Sivertsen",male,43.0,True,Miner,3rd Class Passenger,True,Southampton,[32],7.25,False
1936,"SØHOLT, Mr Peter Andreas Lauritz Andersen",male,19.0,True,Carpenter / Joiner,3rd Class Passenger,True,Southampton,,7.65,False
1937,"TALBOT, Mr George Frederick Charles",male,20.0,True,Steward,Victualling Crew,False,Southampton,[150],0.0,False
1938,"TAMLYN, Mr Frederick",male,23.0,True,Mess Steward (Deck Dept.),Deck Crew,False,Southampton,[123],0.0,False
1939,"TANNŪS, Master As'ad",male,0.4166666666666667,False,,3rd Class Passenger,True,Cherbourg,16,8.516666666666667,True
1940,"TANNŪS, Mrs Thamīn",female,16.0,False,,3rd Class Passenger,True,Cherbourg,14,8.516666666666667,True
1941,"TANNŪS, Mr Bashīr",male,30.0,True,Dealer,3rd Class Passenger,True,Cherbourg,,6.4375,False
1942,"TAUSSIG, Miss Ruth",female,18.0,True,,1st Class Passenger,True,Southampton,8,79.65,True
1943,"TAUSSIG, Mrs Tillie",female,39.0,True,,1st Class Passenger,True,Southampton,8,79.65,True
1944,"TAUSSIG, Mr Emil",male,54.0,True,Manufacturer,1st Class Passenger,True,Southampton,,79.65,False
1945,"TAYLOR, Mrs Juliet Cummins",female,49.0,True,,1st Class Passenger,True,Southampton,5,52.0,True
1946,"TAYLOR, Mr Bernard Cuthbert",male,22.0,True,3rd Class Steward,Victualling Crew,False,Southampton,,0.0,False
1947,"TAYLOR, Mr Charles William Frederick",male,40.0,True,Able-bodied Seaman,Deck Crew,False,Southampton,,0.0,False
1948,"TAYLOR, Mr Elmer Zebley",male,48.0,True,Manufacturer,1st Class Passenger,True,Southampton,5,52.0,True
1949,"TAYLOR, Mr George",male,23.0,True,Fireman,Engineering Crew,False,Southampton,1,0.0,True
1950,"TAYLOR, Mr J.",male,42.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1951,"TAYLOR, Mr John Henry",male,49.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1952,"TAYLOR, Mr Leonard",male,19.0,True,Turkish Bath Attendant,Victualling Crew,False,Southampton,,0.0,False
1953,"TAYLOR, Mr Percy Cornelius",male,40.0,True,Musician,2nd Class Passenger,True,Southampton,,0.0,False
1954,"TAYLOR, Mr William Henry",male,28.0,True,Fireman,Engineering Crew,False,Southampton,15,0.0,True
1955,"TAYLOR, Mr William John",male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1956,"TENGLIN, Mr Gunnar Isidor",male,25.0,True,,3rd Class Passenger,True,Southampton,13,7.795833333333333,True
1957,"TERRELL, Mr Bertram",male,19.0,True,Seaman,Deck Crew,False,Southampton,,0.0,False
1958,"TERRILL, Mr Frank",male,27.0,True,Assistant Saloon Steward,Victualling Crew,False,Southampton,11,0.0,True
1959,"TESTONI, Sig. Ercole",male,23.0,True,Assistant Glass Man,Restaurant Staff,False,Southampton,,0.0,False
1960,"TEUTON, Mr Thomas Moore",male,35.0,True,Saloon Steward,Victualling Crew,False,Southampton,[226],0.0,False
1961,"THALER, Mr Montague Donald",male,17.0,False,Steward (3rd Class),Victualling Crew,False,Southampton,,0.0,False
1962,"THAYER, Mrs Marian Longstreth",female,39.0,True,,1st Class Passenger,True,Cherbourg,4,110.88333333333333,True
1963,"THAYER, Mr John Borland",male,17.0,False,Scholar,1st Class Passenger,True,Cherbourg,B,110.88333333333333,True
1964,"THAYER, Mr John Borland",male,49.0,True,Businessman,1st Class Passenger,True,Cherbourg,,110.88333333333333,False
1965,"THEISSINGER, Mr Alfred",male,46.0,True,Bed Room Steward,Victualling Crew,False,Southampton,,0.0,True
1966,"THEOBALD, Mr Thomas Leonard",male,34.0,True,Groom,3rd Class Passenger,True,Southampton,[176],8.05,False
1967,"THOMAS, Mr Albert Charles",male,23.0,True,Saloon Steward,Victualling Crew,False,Southampton,15,0.0,True
1968,"THOMAS, Mr Benjamin James",male,30.0,True,Saloon Steward,Victualling Crew,False,Belfast,15,0.0,True
1969,"THOMAS, Mr Joseph Wakefield",male,23.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1970,"THOMPSON, MrAlexander Mellis",male,36.0,True,Mason,3rd Class Passenger,True,Southampton,,8.05,False
1971,"THOMPSON, Mr Herbert Henry",male,25.0,True,2nd (Assistant) Storekeeper,Victualling Crew,False,Belfast,,0.0,False
1972,"THOMPSON, Mr John William",male,36.0,True,Fireman,Engineering Crew,False,Southampton,A,0.0,True
1973,"THORLEY, Mr William Gordon",male,41.0,True,Cook,Victualling Crew,False,Southampton,,0.0,False
1974,"THORN, Mr Harry",male,25.0,True,Assistant Ship's Cook,Victualling Crew,False,Southampton,,0.0,False
1975,"THORNE, Miss Gertrude Maybelle",female,37.0,True,,1st Class Passenger,True,Cherbourg,D,80.01666666666667,True
1976,"THORNEYCROFT, MrPercival",male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,,16.1,False
1977,"THORNEYCROFT, Mrs Florence Kate",female,32.0,True,,3rd Class Passenger,True,Southampton,10,16.1,True
1978,"THRELFALL, Mr Thomas",male,44.0,True,Leading Fireman,Engineering Crew,False,Southampton,,0.0,True
1979,"THRESHER, Mr George Terrill",male,25.0,True,Fireman,Engineering Crew,False,Southampton,9,0.0,True
1980,"TIETZ, Sig. Carlo/Karl",male,27.0,True,Kitchen Porter,Restaurant Staff,False,Southampton,,0.0,False
1981,"TIKKANEN, Mr Juho",male,32.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.925000000000001,False
1982,"TIZARD, Mr Arthur Leopold",male,31.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1983,"TOBIN, Mr Roger",male,20.0,True,Farmer,3rd Class Passenger,True,Queenstown,,7.75,False
1984,"TODOROFF, Mr Lalio",male,23.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1985,"TOMLIN, Mr Ernest Portage",male,22.0,True,Scholar,3rd Class Passenger,True,Southampton,[50],8.05,False
1986,"TOMS, Mr Fred",male,29.0,True,Saloon Steward,Victualling Crew,False,Belfast,15,0.0,True
1987,"TOOMEY, Miss Ellen Mary",female,50.0,True,Servant,2nd Class Passenger,True,Southampton,9,10.5,True
1988,"TOPP, Mr Thomas",male,28.0,True,2nd Butcher,Victualling Crew,False,Southampton,,0.0,False
1989,"TORFA, Mr Assad",male,20.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
1990,"TOSHACK, Mr James Adamson",male,30.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1991,"TOTEVSKI, Mr Hristo Danchev",male,25.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1992,"TOZER, Mr James",male,32.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1993,"TRIGGS, Mr Robert",male,41.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
1994,"TROUPIANSKY, Mr Moses Aaron",male,23.0,True,Shop Assistant,2nd Class Passenger,True,Southampton,,13.0,False
1995,"TROUT, Mrs Jessie Laird",female,27.0,True,,2nd Class Passenger,True,Southampton,9,12.65,True
1996,"TROUTT, Miss Edwina Celia",female,27.0,True,,2nd Class Passenger,True,Southampton,16,10.5,True
1997,"TU'MAH AL-SAYQALĪ, MrAssāf Jirjis",male,29.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,False
